industry,sub_industry,company,no_people,growth_rate,job_posts,attrition_rate
IT,Database Management,Fujitsu Asia,53,0.06,0,3.90%
IT,Database Management,Bank of America,53,0.06,0,0.00%
IT,Database Management,Huawei,53,0.00%,0,18.90%
IT,Database Management,Orange Business Services,53,0.00%,0,3.80%
IT,Database Management,Johnson & Johnson,53,0.104,0,11.90%
IT,Database Management,BNP Paribas,52,-11.90%,0,16.20%
IT,Database Management,AT&T,52,-11.90%,0,14.40%
IT,Database Management,Apple,51,0.085,0,6.10%
IT,Database Management,Palo Alto Networks,50,-2.00%,1,13.90%
IT,Database Management,EY,50,-20.60%,3,35.40%
IT,Database Management,ST Telemedia Global Data Centres,48,0.116,0,8.80%
IT,Database Management,Micron Technology,46,-6.10%,11,16.80%
IT,Database Management,JLL,46,-2.10%,9,6.50%
IT,Database Management,Keppel Data Centres,46,0.07,1,20.20%
IT,Database Management,"Optimum Solutions (S) Pte Ltd, Singapore",45,-8.20%,0,17.00%
IT,Database Management,Marina Bay Sands,45,0.00%,1,8.90%
IT,Database Management,M1 Limited,45,-11.80%,4,25.00%
IT,Database Management,Tech Mahindra,45,0.00%,0,15.60%
IT,Database Management,Lumen Technologies,43,0.483,0,8.30%
IT,Database Management,Teradata,43,0.00%,0,9.30%
IT,Database Management,National University of Singapore,43,0.303,3,7.90%
IT,Database Management,CapitaLand,42,-8.70%,4,13.60%
IT,Database Management,Nokia,42,0.024,3,2.40%
IT,Database Management,Digital Realty,41,0.171,7,7.90%
IT,Database Management,SAS,41,-4.70%,0,16.70%
IT,Database Management,Equinix Asia-Pacific,41,0.206,17,8.00%
IT,Database Management,GREAT EASTERN,40,0.176,4,10.80%
IT,Database Management,Lazada,39,-15.20%,3,30.60%
IT,Database Management,SITA,39,-17.00%,0,18.60%
IT,Database Management,Fujitsu,39,-2.50%,0,12.70%
IT,Database Management,Lenovo,39,0.026,1,7.80%
IT,Database Management,MSD,38,0.027,2,2.70%
IT,Database Management,Nutanix,37,-7.50%,1,15.60%
IT,Database Management,Atos,37,0.121,0,0.00%
IT,Database Management,MUFG,36,-2.70%,0,5.50%
IT,Database Management,Autodesk,36,-5.30%,0,13.50%
IT,Database Management,BlackRock,36,0.00%,1,5.60%
IT,Database Management,Nanyang Technological University,35,-2.80%,8,11.30%
IT,Database Management,NetApp,35,-2.80%,0,19.70%
IT,Database Management,Sea,35,0.25,9,15.90%
IT,Database Management,"A*STAR - Agency for Science, Technology and Research",34,0.214,3,0.00%
IT,Database Management,Ensign InfoSecurity,34,0.063,1,18.20%
IT,Database Management,Red Hat,33,0.1,1,19.00%
IT,Database Management,Shopee,33,0.5,22,10.90%
IT,Database Management,Singapore Management University,28,0.167,0,11.50%
IT,Database Management,Intel Corporation,26,-7.10%,1,7.40%
IT,Database Management,Aventis School of Management,1,0.00%,0,
IT,CaaS,Cisco,24,-14.30%,0,19.20%
IT,CaaS,Singtel,13,8.30%,0,
IT,CaaS,NTT Ltd.,10,42.90%,0,
IT,CaaS,Microsoft,9,28.60%,0,
IT,CaaS,Amazon Web Services (AWS),9,-10.00%,0,
IT,CaaS,BT,7,0.00%,0,
IT,CaaS,NICE Ltd,7,16.70%,0,
IT,CaaS,Tata Communications,6,0.00%,0,
IT,CaaS,Akamai Technologies,6,20.00%,0,
IT,CaaS,Nokia,6,20.00%,0,
IT,CaaS,Salesforce,6,50.00%,0,
IT,CaaS,Telstra,6,-25.00%,0,
IT,CaaS,StarHub,6,-25.00%,0,
IT,CaaS,Huawei,5,0.00%,0,
IT,CaaS,Genesys,5,0.00%,0,
IT,CaaS,Google,5,25.00%,0,
IT,CaaS,Oracle,5,-16.70%,0,
IT,CaaS,Vonage,5,25.00%,0,
IT,CaaS,Verizon,5,0.00%,0,
IT,CaaS,Avaya,5,-16.70%,0,
IT,CaaS,Verizon Business,4,0.00%,0,
IT,CaaS,Cloudflare,4,0.00%,0,
IT,CaaS,"Aruba, a Hewlett Packard Enterprise company",4,33.30%,0,
IT,CaaS,AudioCodes,4,0.00%,0,
IT,CaaS,World Wide Technology,3,0.00%,0,
IT,CaaS,F5,3,-25.00%,0,
IT,CaaS,Jabra,3,0.00%,0,
IT,CaaS,Equinix,3,0.00%,0,
IT,CaaS,M1 Limited,3,0.00%,0,
IT,CaaS,IR,3,-25.00%,0,
IT,CaaS,Lenovo,3,0.00%,0,
IT,CaaS,Arista Networks,3,0.00%,0,
IT,CaaS,Dimension Data,3,-50.00%,0,
IT,CaaS,ServiceNow,3,50.00%,0,
IT,CaaS,VMware,3,-25.00%,0,
IT,CaaS,LinkedIn,3,50.00%,0,
IT,CaaS,SAP,3,-25.00%,0,
IT,CaaS,Orange Business Services,3,0.00%,0,
IT,CaaS,Zoom,2,0.00%,0,
IT,CaaS,Splunk,2,100.00%,0,
IT,CaaS,Sinch,2,,0,
IT,CaaS,Dell EMC,2,-33.30%,0,
IT,CaaS,IBM,2,-60.00%,0,
IT,CaaS,Fujitsu,2,0.00%,0,
IT,CaaS,"Check Point Software Technologies, Ltd.",2,100.00%,0,
IT,CaaS,Equinix Asia-Pacific,2,100.00%,0,
IT,CaaS,BSO,2,0.00%,0,
IT,CaaS,ISACA,2,100.00%,0,
IT,CaaS,AIA,2,0.00%,0,
IT,CaaS,Arkadin,2,0.00%,0,
IT,CaaS,Vodafone Business,2,-33.30%,0,
IT,CaaS,Westcon-Comstor Asia,2,0.00%,0,
IT,CaaS,Pexip,2,100.00%,0,
IT,CaaS,Verint,2,-33.30%,0,
IT,CaaS,Logicalis Asia,2,0.00%,0,
IT,CaaS,NCS Group,2,100.00%,0,
IT,CaaS,Twilio Inc.,2,0.00%,0,
IT,CaaS,Zendesk,2,100.00%,0,
IT,CaaS,SoftwareONE,1,0.00%,0,
IT,CaaS,Amdocs,1,0.00%,0,
IT,CaaS,IDC Asia/Pacific | ANALYZE THE FUTURE,1,0.00%,0,
IT,CaaS,Acronis,1,0.00%,0,
IT,CaaS,MyRepublic,1,0.00%,0,
IT,CaaS,stc pay,1,,0,
IT,CaaS,AirAsia,1,0.00%,0,
IT,CaaS,Opengear,1,,0,
IT,CaaS,DTEN,1,,0,
IT,CaaS,OSIsoft,1,0.00%,0,
IT,CaaS,Temasys,1,,0,
IT,CaaS,Riverbed Technology,1,0.00%,0,
IT,CaaS,Syniverse,1,0.00%,0,
IT,CaaS,Camilyo,1,0.00%,0,
IT,CaaS,Rackspace Technology,1,0.00%,0,
IT,CaaS,PGi,1,-50.00%,0,
IT,CaaS,IMDA,1,0.00%,0,
IT,CaaS,SAP Customer Experience,1,0.00%,0,
IT,CaaS,HERE Technologies,1,0.00%,0,
IT,CaaS,Alcatel-Lucent Enterprise,1,-50.00%,0,
IT,CaaS,hoolah,1,0.00%,0,
IT,CaaS,Entrepreneur First,1,0.00%,0,
IT,CaaS,Global Impact FinTech (GIFT) Forum,1,0.00%,0,
IT,CaaS,Infinera,1,0.00%,0,
IT,CaaS,Greensill,1,0.00%,0,
IT,CaaS,China Mobile International Limited,1,0.00%,0,
IT,CaaS,Toku,1,,0,
IT,CaaS,Accelerating Asia,1,0.00%,0,
IT,CaaS,Kemp,1,0.00%,0,
IT,CaaS,Wavemaker Partners,1,0.00%,0,
IT,CaaS,8x8,1,,0,
IT,CaaS,Poly,1,-66.70%,0,
IT,CaaS,Informatics Academy Pte Ltd,1,,0,
IT,CaaS,Avado,1,0.00%,0,
IT,CaaS,SGTech,1,0.00%,0,
IT,CaaS,Alveo Technology,1,,0,
IT,CaaS,Gushcloud International,1,,0,
IT,CaaS,NTUC Club,1,0.00%,0,
IT,CaaS,TechDirect,1,0.00%,0,
IT,CaaS,SpaceDC,1,0.00%,0,
IT,CaaS,CapitaLand,1,0.00%,0,
IT,CaaS,MoEngage Inc.,1,,0,
